"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"471",0,0,0,0,0,0,0,0,0,0,0
"472",0,1,0,0,1,0,0,1,0,1,1
"473",0,0,0,0,0,0,0,0,0,0,0
"474",0,1,0,0,1,1,1,1,0,2,2
"475",0,1,0,0,1,0,1,1,0,1,1
"476",0,0,0,0,0,0,0,0,0,0,0
"477",0,0,0,0,1,0,0,0,0,1,1
"478",1,1,0,1,0,1,0,0,1,0,-1
"479",0,1,0,1,0,0,0,0,0,0,0
"480",0,0,0,0,0,0,0,0,0,0,0
"481",0,0,0,0,0,0,0,0,0,0,0
"482",1,0,1,1,0,0,0,0,1,0,-1
"483",0,1,0,0,1,0,1,1,0,1,1
"484",0,0,0,0,0,0,0,0,0,0,0
"485",0,2,0,0,1,0,1,1,0,2,2
"486",0,0,0,0,1,0,0,1,0,1,1
"487",0,1,0,0,1,0,0,2,0,3,3
"488",0,0,0,0,0,0,0,0,0,0,0
"489",0,0,0,0,0,0,0,0,0,1,1
"490",0,0,0,0,0,0,0,0,0,0,0
"491",0,0,0,0,0,0,0,0,0,0,0
"492",0,0,0,0,1,0,0,0,0,1,1
"493",0,1,0,0,1,0,0,1,0,1,1
"494",0,1,0,0,0,0,0,0,0,0,0
"495",0,1,0,2,0,1,0,1,1,2,1
"496",0,0,0,0,1,0,0,1,0,1,1
"497",0,0,0,0,1,0,0,0,0,1,1
"498",0,0,0,0,0,0,0,0,0,1,1
"499",0,2,0,1,0,0,0,0,0,0,0
"500",0,1,0,0,1,0,0,1,0,1,1
"501",0,0,0,0,0,0,0,0,0,0,0
"502",0,2,0,0,1,0,0,1,0,1,1
"503",0,1,0,0,1,0,1,1,0,1,1
"504",1,0,0,1,0,0,0,0,1,0,-1
"505",0,0,0,0,0,0,0,0,0,0,0
"506",0,1,0,0,0,0,0,2,1,2,1
"507",0,0,0,0,0,0,0,0,0,0,0
"508",0,2,0,1,1,0,1,0,0,2,2
"509",0,0,0,0,0,0,0,0,0,0,0
"510",1,5,0,1,3,0,1,5,1,5,4
"511",0,1,0,1,0,0,0,1,0,1,1
"512",0,0,0,0,1,0,0,1,0,3,3
"513",0,2,0,0,1,0,1,0,0,1,1
"514",0,0,0,0,0,0,0,0,0,0,0
"515",0,0,0,0,0,0,0,0,0,0,0
"516",0,0,0,0,0,0,0,0,0,2,2
"517",1,0,1,1,0,0,0,0,1,0,-1
"518",0,0,0,0,1,0,0,0,0,1,1
"519",1,0,0,0,0,0,0,0,1,0,-1
"520",0,2,0,0,1,0,0,3,2,2,0
"521",0,0,0,0,0,0,0,0,0,0,0
"522",0,0,0,0,0,0,0,0,0,0,0
"523",0,0,0,0,1,0,0,1,0,2,2
"524",0,2,0,1,1,0,0,0,0,2,2
"525",0,0,0,0,1,0,0,0,0,1,1
"526",0,2,0,0,1,0,1,1,0,1,1
"527",0,0,0,0,0,0,0,0,0,0,0
"528",0,0,0,0,0,0,0,0,0,1,1
"529",0,1,0,1,2,0,1,1,0,2,2
"530",1,2,0,0,3,0,2,3,0,3,3
"531",0,0,0,0,0,0,0,0,0,0,0
"532",0,0,0,0,0,0,0,0,0,0,0
"533",0,0,0,0,0,0,0,0,0,0,0
"534",0,1,0,0,0,0,0,1,0,1,1
"535",0,0,0,0,0,0,0,0,0,0,0
"536",0,0,0,0,0,0,0,0,0,0,0
"537",1,2,2,1,1,1,1,0,2,2,0
"538",0,1,0,0,1,0,0,2,0,2,2
"539",0,0,0,0,0,0,0,0,0,0,0
"540",0,0,0,0,0,0,0,0,0,0,0
"541",2,3,0,1,2,0,2,3,1,3,2
"542",1,2,0,1,1,0,1,1,0,2,2
"543",0,0,0,0,0,0,0,0,0,1,1
"544",0,0,0,0,0,0,0,0,0,0,0
"545",0,0,0,0,0,0,0,0,0,0,0
"546",0,0,0,0,0,0,0,0,0,0,0
"547",0,0,0,0,0,0,0,0,0,0,0
"548",0,0,0,0,0,0,0,0,0,0,0
"549",0,0,0,0,0,0,0,0,0,0,0
"550",0,0,1,1,0,1,1,0,1,0,-1
"551",0,0,0,0,0,0,0,0,0,0,0
"552",0,0,0,0,0,0,0,0,0,0,0
"553",0,0,0,0,0,0,0,0,0,1,1
"554",0,1,0,0,2,0,0,1,0,2,2
"555",0,0,0,0,0,0,0,0,0,1,1
"556",0,0,0,0,0,0,0,0,0,0,0
"557",0,1,0,0,1,0,1,1,0,1,1
"558",0,0,1,0,0,0,0,0,0,0,0
"559",0,1,0,0,1,0,1,1,0,1,1
"560",0,0,0,0,1,0,0,1,0,1,1
"561",0,1,0,1,1,0,0,0,0,1,1
"562",0,1,0,0,0,0,0,0,0,1,1
"563",0,1,0,0,1,0,1,1,0,1,1
"564",1,1,0,1,0,1,0,0,2,0,-2
"565",1,3,0,0,3,0,2,2,1,3,2
"566",0,0,0,0,0,0,0,0,0,0,0
"567",0,0,0,0,1,0,0,0,0,1,1
"568",1,3,1,2,2,0,2,3,1,3,2
"569",0,0,0,0,1,0,0,0,0,2,2
"570",0,0,0,0,1,0,0,0,0,1,1
"571",0,1,0,0,1,1,0,1,1,2,1
"572",0,0,0,0,0,0,0,0,0,0,0
"573",1,1,0,0,2,0,1,1,1,3,2
"574",0,4,0,1,2,0,2,2,1,3,2
"575",0,0,0,0,0,0,0,0,0,0,0
"576",0,1,0,0,1,0,1,1,0,1,1
"577",1,4,0,0,2,0,1,2,1,2,1
"578",0,1,0,0,1,0,1,1,0,1,1
"579",0,1,0,0,1,0,1,1,0,1,1
"580",0,0,0,0,0,0,0,0,0,0,0
"581",0,0,0,0,0,0,0,0,0,0,0
"582",0,2,0,0,1,0,0,2,1,3,2
"583",0,0,0,0,0,0,0,0,0,0,0
"584",0,0,0,0,1,0,0,1,0,1,1
"585",0,0,0,0,0,0,0,0,0,0,0
"586",0,0,0,0,0,0,0,0,0,0,0
"587",0,0,0,0,0,0,0,0,0,0,0
"588",0,0,0,0,0,1,0,0,2,0,-2
"589",0,1,0,0,1,0,1,1,0,1,1
"590",0,0,0,0,0,0,0,0,0,0,0
"591",0,1,0,1,1,0,0,0,0,1,1
"592",0,0,0,0,0,0,0,0,0,0,0
"593",0,2,0,1,1,0,1,1,0,1,1
"594",0,0,0,1,0,0,0,1,2,1,-1
"595",0,1,0,0,1,0,0,0,0,1,1
"596",0,1,0,0,1,0,0,1,0,1,1
"597",0,1,0,1,1,0,1,1,0,1,1
"598",0,1,0,0,0,0,0,0,0,0,0
"599",0,0,0,0,0,0,0,0,0,0,0
"600",0,0,0,0,1,0,0,0,0,1,1
"601",1,2,1,0,2,0,2,2,2,3,1
"602",0,3,0,1,1,0,1,1,0,2,2
"603",0,0,0,0,0,0,0,0,0,0,0
"604",0,0,0,0,1,0,0,0,0,1,1
"605",0,0,0,0,0,0,0,0,1,0,-1
"606",0,2,0,1,1,0,0,1,0,1,1
"607",0,0,0,0,0,0,0,0,0,0,0
"608",0,0,0,0,0,0,0,0,0,0,0
"609",0,1,0,0,1,0,0,1,0,1,1
"610",0,2,0,0,1,0,0,4,0,6,6
"611",0,0,0,0,1,0,0,0,0,1,1
"612",0,0,0,0,0,0,0,1,0,2,2
"613",0,0,0,0,1,0,0,0,0,1,1
"614",1,1,0,0,2,0,1,2,0,4,4
"615",0,1,0,0,2,0,0,1,0,2,2
"616",0,0,0,0,0,0,0,0,0,0,0
"617",0,1,0,0,1,0,0,1,0,1,1
"618",0,0,0,0,0,0,0,0,0,0,0
"619",1,1,0,0,1,1,1,1,3,3,0
"620",0,0,0,0,0,0,0,0,0,1,1
"621",0,0,0,0,0,0,0,0,0,0,0
"622",0,0,0,0,0,0,0,0,0,0,0
"623",1,2,2,0,0,1,0,0,2,1,-1
"624",0,1,0,0,0,0,0,1,1,0,-1
"625",0,0,0,0,0,0,0,0,0,0,0
"626",0,0,1,1,0,0,0,1,2,1,-1
"627",0,0,0,0,0,0,0,0,0,0,0
"628",0,0,0,0,0,0,0,0,0,0,0
"629",0,1,0,0,1,0,1,2,0,2,2
"630",0,0,0,0,0,0,0,0,0,0,0
"631",0,1,0,1,0,0,1,1,1,2,1
"632",1,1,0,0,1,0,1,1,1,2,1
"633",0,0,0,0,1,0,0,0,0,1,1
"634",0,0,0,0,0,0,0,0,0,0,0
"635",0,0,0,1,1,0,0,0,1,1,0
"636",0,0,0,0,0,0,0,0,0,0,0
"637",0,1,0,0,0,0,0,0,0,1,1
"638",0,0,0,0,0,0,0,0,0,0,0
"639",0,0,0,0,0,0,0,0,0,0,0
"640",1,1,0,1,1,0,0,1,1,2,1
"641",0,0,0,0,0,0,0,0,0,0,0
"642",1,1,0,1,0,0,0,0,1,0,-1
"643",0,0,0,0,0,0,0,0,0,0,0
"644",0,3,1,1,3,0,1,1,0,5,5
"645",0,0,0,0,1,0,0,0,0,1,1
"646",0,0,0,0,0,0,0,0,0,0,0
"647",0,0,1,0,0,0,0,0,0,0,0
"648",1,3,0,0,3,0,1,3,1,3,2
"649",0,0,0,0,0,0,0,0,0,0,0
"650",0,0,0,0,0,1,0,0,1,0,-1
"651",1,0,0,0,0,0,0,2,2,1,-1
"652",0,1,0,0,1,0,1,1,0,1,1
"653",0,0,0,1,0,1,0,1,1,1,0
"654",0,0,0,0,0,0,0,0,0,0,0
"655",1,1,0,1,1,1,0,1,1,3,2
"656",1,2,0,2,1,1,0,1,2,3,1
"657",0,0,0,0,1,0,0,1,1,1,0
"658",1,1,0,1,2,1,1,1,2,2,0
"659",0,0,0,0,0,0,0,0,0,0,0
"660",0,0,0,0,0,0,0,0,0,0,0
"661",0,1,0,0,1,1,0,2,0,2,2
"662",0,1,1,1,1,1,1,1,1,1,0
"663",0,2,0,2,2,2,0,3,2,5,3
"664",0,0,0,0,1,0,0,0,0,1,1
"665",2,2,1,1,1,1,1,1,1,1,0
"666",0,2,0,0,1,0,0,0,0,2,2
"667",0,0,0,0,0,0,0,0,0,0,0
"668",3,0,1,0,0,1,0,0,4,0,-4
"669",0,0,0,0,0,0,0,0,0,0,0
"670",0,0,0,0,0,0,0,0,0,0,0
"671",0,0,0,0,0,0,0,0,0,0,0
"672",0,0,0,0,0,0,0,0,0,0,0
"673",0,1,0,0,0,0,0,1,0,1,1
"674",0,0,0,0,1,0,0,2,0,4,4
"675",0,1,0,0,1,1,1,1,0,1,1
"676",1,1,0,0,1,0,1,1,1,1,0
"677",0,1,0,0,1,0,1,0,0,1,1
"678",1,1,0,1,1,0,0,0,1,1,0
"679",1,1,0,0,1,0,0,1,1,1,0
"680",0,0,0,0,0,0,0,0,0,0,0
"681",1,1,0,0,0,0,1,1,1,1,0
"682",0,1,0,0,1,0,1,1,0,1,1
"683",0,0,0,0,0,0,0,0,0,0,0
"684",0,0,0,0,0,0,0,0,0,0,0
"685",0,1,0,0,1,0,0,1,0,1,1
"686",0,1,0,0,0,0,0,0,0,0,0
"687",1,2,1,1,0,1,0,0,2,0,-2
"688",0,0,0,0,0,0,0,1,0,1,1
"689",1,3,2,1,1,1,1,0,2,2,0
"690",0,0,0,0,0,0,0,0,0,0,0
"691",0,0,0,0,0,0,0,0,0,0,0
"692",0,0,0,0,0,0,0,0,0,0,0
"693",1,2,1,2,1,2,1,2,3,4,1
"694",0,0,0,0,0,0,0,0,0,1,1
"695",0,2,0,1,1,0,1,1,0,1,1
"696",0,0,0,0,0,0,0,0,0,0,0
"697",0,2,0,0,1,0,1,1,0,1,1
"698",2,2,1,3,0,2,0,0,3,0,-3
"699",1,1,1,0,1,0,0,0,1,1,0
"700",0,0,0,0,0,0,0,0,0,0,0
"701",0,0,0,0,0,0,0,0,0,0,0
"702",0,0,0,0,0,0,0,0,1,0,-1
"703",0,0,0,0,0,0,0,0,0,0,0
"704",0,0,0,0,0,0,0,0,0,0,0
"705",0,0,0,1,0,1,0,0,1,0,-1
"706",0,0,0,0,0,0,0,0,0,0,0
"707",0,0,0,0,1,0,0,0,0,1,1
"708",1,1,0,0,1,0,0,2,1,2,1
"709",0,1,0,0,1,0,1,1,0,2,2
"710",0,1,0,0,0,0,0,1,0,1,1
"711",0,1,0,0,1,0,1,1,0,1,1
"712",0,1,0,1,1,0,0,0,0,1,1
"713",0,4,0,1,3,0,2,2,1,3,2
"714",0,0,0,0,0,0,0,0,0,0,0
"715",0,1,0,0,1,0,0,1,0,1,1
"716",1,2,1,2,1,1,0,1,1,1,0
"717",0,0,0,0,0,0,0,0,0,0,0
"718",0,0,0,0,0,0,0,0,0,0,0
"719",1,0,0,0,0,0,0,0,1,0,-1
"720",0,1,0,0,2,0,1,2,0,2,2
"721",0,0,0,0,0,0,0,0,0,0,0
"722",0,0,0,0,1,0,0,0,0,1,1
"723",1,3,0,1,1,0,1,1,1,4,3
"724",0,1,0,0,2,0,0,2,0,2,2
"725",0,1,0,1,0,0,0,1,0,1,1
"726",0,1,0,0,1,0,1,1,0,1,1
"727",0,1,0,0,1,1,1,1,0,1,1
"728",0,1,0,0,1,0,1,1,0,1,1
"729",0,0,0,0,0,0,0,0,0,0,0
"730",0,0,0,0,0,0,0,0,0,0,0
"731",0,0,0,0,0,0,0,0,0,0,0
"732",0,0,0,0,1,0,0,0,0,1,1
"733",0,0,0,0,0,0,0,1,0,1,1
"734",0,1,0,0,1,1,0,1,1,3,2
"735",0,0,0,0,0,0,0,0,0,0,0
"736",2,2,1,2,1,0,1,1,1,3,2
"737",0,1,1,0,0,0,0,1,2,1,-1
"738",0,0,0,0,0,0,0,0,0,0,0
"739",0,1,0,1,1,0,0,0,0,1,1
"740",0,0,0,0,1,0,0,0,0,1,1
"741",0,1,1,0,2,1,1,1,0,4,4
"742",0,4,0,1,3,0,1,3,0,3,3
"743",0,1,0,1,0,0,0,0,0,0,0
"744",0,1,0,0,1,0,0,1,0,1,1
"745",0,1,0,0,1,0,1,1,0,1,1
"746",1,2,0,0,1,0,1,1,1,2,1
"747",1,0,0,0,1,0,0,0,1,2,1
"748",0,1,1,0,1,1,0,1,2,1,-1
"749",0,0,0,0,0,0,0,0,0,0,0
"750",1,2,0,0,2,0,1,2,1,2,1
"751",0,0,0,0,0,0,0,1,0,1,1
"752",0,2,0,1,1,1,1,1,0,1,1
"753",1,1,0,0,2,0,0,1,1,2,1
"754",0,1,0,0,1,0,0,1,0,1,1
"755",0,0,1,0,0,0,0,0,0,0,0
"756",0,1,0,0,1,0,1,1,0,1,1
"757",0,0,0,0,1,0,0,0,0,1,1
"758",0,0,0,0,0,0,0,0,0,0,0
"759",0,0,0,0,0,0,0,0,0,0,0
"760",0,1,0,0,2,0,1,1,0,2,2
"761",0,0,0,0,0,0,0,0,0,1,1
"762",0,0,0,1,0,0,0,0,1,0,-1
"763",1,2,1,1,1,1,2,1,1,1,0
"764",0,0,0,0,0,0,0,0,0,1,1
"765",0,0,0,0,0,0,0,0,0,0,0
"766",0,3,0,0,2,1,1,2,1,2,1
"767",0,0,0,0,0,0,0,0,0,1,1
"768",0,0,0,0,0,0,0,0,0,0,0
"769",0,1,0,0,1,0,1,1,0,1,1
"770",0,0,0,0,0,0,0,0,0,0,0
"771",1,0,0,0,0,0,0,0,1,0,-1
"772",0,1,0,0,3,0,0,1,1,5,4
"773",0,0,0,0,0,0,0,0,0,0,0
"774",0,1,0,0,0,0,0,1,0,0,0
"775",0,0,0,0,0,0,0,0,0,0,0
"776",0,1,0,0,1,0,0,1,0,1,1
"777",0,1,0,1,0,1,0,1,1,1,0
"778",0,0,0,1,1,1,0,2,1,2,1
"779",0,0,0,0,1,1,0,0,1,1,0
"780",0,1,0,0,2,0,1,1,0,2,2
"781",0,1,0,0,0,0,0,0,0,2,2
"782",0,1,0,0,1,0,0,1,0,1,1
"783",0,0,0,0,0,0,0,0,0,0,0
"784",0,1,0,0,0,0,0,1,0,1,1
"785",0,1,0,1,0,0,0,1,1,1,0
"786",1,4,0,1,3,0,2,3,0,4,4
"787",1,1,0,0,1,0,1,1,0,2,2
"788",0,1,0,0,1,0,1,1,0,2,2
"789",0,1,0,0,0,0,0,0,0,0,0
"790",0,2,0,1,0,0,0,1,1,3,2
"791",0,1,0,0,1,0,0,1,0,1,1
"792",0,0,0,0,0,0,0,0,0,1,1
"793",0,0,0,0,1,0,0,1,0,1,1
"794",0,3,0,1,1,0,1,1,0,1,1
"795",0,0,0,0,2,0,0,1,0,2,2
"796",0,1,0,0,1,0,1,1,0,1,1
"797",0,0,0,0,0,0,0,1,0,1,1
"798",0,0,0,0,1,0,0,0,0,1,1
"799",0,2,0,1,0,0,0,0,0,1,1
"800",0,0,0,0,0,0,0,0,0,0,0
"801",0,1,0,0,0,0,0,0,0,1,1
"802",0,0,0,0,0,0,0,0,0,0,0
"803",0,0,0,0,0,1,0,0,1,0,-1
"804",1,2,0,0,1,0,1,1,1,1,0
"805",0,0,0,0,0,0,0,0,0,0,0
"806",0,0,0,0,0,0,0,1,0,1,1
"807",0,3,0,0,3,0,1,3,0,4,4
"808",0,0,0,0,0,0,0,0,0,0,0
"809",1,2,0,2,1,1,0,3,3,1,-2
"810",0,2,0,0,2,1,1,2,1,4,3
"811",0,0,1,0,0,0,0,0,0,0,0
"812",0,0,0,0,0,0,0,0,0,0,0
"813",0,0,0,0,0,0,0,0,0,0,0
"814",0,0,0,0,0,0,0,0,0,0,0
"815",0,0,0,0,1,0,0,1,0,3,3
"816",0,0,0,0,0,0,0,0,0,0,0
"817",1,1,0,0,1,0,1,1,0,1,1
"818",1,1,0,0,1,0,1,0,1,1,0
"819",0,1,0,1,1,0,0,0,0,1,1
"820",0,0,0,0,0,0,0,1,1,0,-1
"821",0,0,0,0,0,0,0,0,0,0,0
"822",0,0,0,0,0,0,0,0,0,1,1
"823",0,0,1,1,0,1,0,0,2,0,-2
"824",0,2,0,1,1,0,1,1,0,1,1
"825",0,0,0,0,0,0,0,0,0,0,0
"826",0,0,0,0,1,0,0,0,0,1,1
"827",0,0,0,0,0,0,0,0,0,0,0
"828",1,0,0,0,0,0,0,1,1,1,0
"829",0,0,0,0,0,0,0,0,0,0,0
"830",0,1,0,0,1,1,1,2,0,2,2
"831",0,0,0,0,0,0,0,1,1,1,0
"832",0,1,0,0,0,0,0,0,0,0,0
"833",0,0,0,0,0,0,0,0,0,0,0
"834",0,1,0,0,0,0,0,1,0,1,1
"835",0,0,0,0,0,0,0,0,0,0,0
"836",1,1,1,1,1,1,1,1,1,1,0
"837",0,0,0,0,0,0,0,0,0,0,0
"838",0,0,0,0,0,0,0,0,0,0,0
"839",0,0,0,0,0,0,0,0,0,0,0
"840",0,0,0,0,0,0,0,0,0,0,0
"841",0,1,0,0,1,0,0,1,0,1,1
"842",0,0,0,0,0,0,0,0,0,0,0
"843",0,2,0,1,1,0,1,1,0,2,2
"844",0,0,0,0,0,0,0,0,0,1,1
"845",0,0,0,0,0,0,0,0,0,0,0
"846",0,1,0,0,2,0,0,1,0,2,2
"847",1,0,1,0,0,1,0,0,1,0,-1
"848",0,3,0,1,2,0,0,1,0,3,3
"849",0,0,0,0,0,0,0,0,0,1,1
"850",0,0,0,0,0,0,0,0,0,0,0
"851",0,0,0,0,0,0,0,0,0,0,0
"852",0,1,0,1,0,0,0,0,1,0,-1
"853",0,1,0,0,0,0,0,0,0,0,0
"854",0,0,0,0,0,1,0,0,1,2,1
"855",0,0,0,0,0,0,0,0,0,0,0
"856",0,1,0,0,1,0,1,1,0,1,1
"857",0,0,0,0,0,0,0,0,0,0,0
"858",0,1,0,0,1,0,1,1,0,1,1
"859",0,2,0,1,1,0,1,1,0,1,1
"860",1,1,0,0,1,0,0,1,1,2,1
"861",0,0,0,0,0,0,0,0,0,0,0
"862",0,0,0,0,1,0,0,1,0,1,1
"863",0,1,0,1,0,0,0,0,0,0,0
"864",0,2,0,0,3,0,1,2,0,3,3
"865",0,0,0,0,0,0,0,0,0,0,0
"866",1,0,1,1,1,1,1,2,3,2,-1
"867",0,0,0,0,0,0,0,0,0,0,0
"868",1,1,0,0,2,0,1,2,0,3,3
"869",0,0,0,0,0,0,0,0,0,0,0
"870",0,0,0,0,0,0,0,0,0,0,0
"871",0,0,0,0,0,0,0,0,0,0,0
"872",0,0,0,0,0,0,0,0,0,0,0
"873",2,1,1,0,1,1,1,1,1,2,1
"874",0,2,0,0,1,0,0,2,0,4,4
"875",0,0,1,0,1,0,0,1,1,3,2
"876",0,1,0,0,2,0,0,2,0,2,2
"877",0,0,0,0,0,0,0,0,0,0,0
"878",0,1,0,0,1,0,0,1,0,1,1
"879",0,0,0,0,0,0,0,0,1,1,0
"880",0,1,0,1,0,0,0,1,0,1,1
"881",0,1,0,0,1,0,1,1,0,1,1
"882",0,0,0,0,0,0,0,0,0,0,0
"883",1,1,0,1,0,0,0,0,1,0,-1
"884",0,0,0,0,1,0,0,0,0,1,1
"885",0,1,0,0,0,0,0,0,0,0,0
"886",0,0,0,0,0,0,0,0,0,0,0
"887",0,0,0,0,0,0,0,0,0,0,0
"888",0,0,0,0,0,0,0,0,0,0,0
"889",0,1,0,1,1,0,0,0,0,1,1
"890",3,1,0,0,2,0,2,1,2,6,4
"891",0,0,0,0,0,1,0,0,1,0,-1
"892",0,1,0,0,0,0,0,2,0,0,0
"893",0,1,0,0,1,0,1,1,0,1,1
"894",0,1,0,0,0,0,0,1,0,1,1
"895",0,0,0,0,0,0,0,0,1,1,0
"896",0,0,0,0,0,0,0,0,0,0,0
"897",0,1,0,0,1,0,0,1,0,1,1
"898",0,0,0,0,0,0,0,0,0,0,0
"899",0,0,0,0,0,0,0,0,0,1,1
"900",0,3,0,0,1,0,0,1,0,1,1
"901",1,1,1,0,1,1,0,2,1,2,1
"902",0,0,1,1,0,1,0,0,2,0,-2
"903",0,3,0,1,2,0,1,1,0,2,2
"904",0,0,0,0,0,0,0,0,0,0,0
"905",0,0,0,0,0,0,0,0,0,1,1
"906",1,1,0,0,0,0,0,0,1,1,0
"907",0,0,0,0,1,0,0,0,0,1,1
"908",0,0,0,0,0,0,0,0,0,0,0
"909",0,0,0,0,0,0,0,0,0,0,0
"910",0,1,0,1,0,0,0,0,0,0,0
"911",0,0,0,0,0,0,0,0,0,1,1
"912",0,0,0,0,0,0,0,0,0,0,0
"913",0,0,0,0,0,0,0,0,0,0,0
"914",0,0,0,0,1,0,0,0,0,1,1
"915",0,0,1,1,0,1,1,0,1,0,-1
"916",0,0,0,0,0,0,0,0,0,1,1
"917",0,1,0,1,0,0,0,0,0,0,0
"918",1,0,0,0,0,0,0,0,1,1,0
"919",0,2,0,0,1,0,0,1,0,1,1
"920",0,0,0,0,0,0,0,1,0,1,1
"921",0,0,0,0,0,0,0,0,0,0,0
"922",0,1,0,0,3,0,0,2,0,4,4
"923",0,0,0,0,0,0,0,0,0,0,0
"924",0,1,0,0,0,0,0,0,0,0,0
"925",0,0,0,0,1,0,0,0,0,1,1
"926",0,0,0,0,0,0,0,0,0,3,3
"927",0,0,0,0,0,0,0,0,0,0,0
"928",0,1,0,0,1,1,0,2,1,3,2
"929",2,0,0,0,1,2,0,0,3,1,-2
"930",0,0,0,0,0,0,0,0,0,0,0
"931",0,0,0,0,0,0,0,0,0,0,0
"932",0,1,0,1,1,0,0,1,1,1,0
"933",2,5,1,2,4,1,2,4,2,5,3
"934",0,1,0,0,2,0,0,1,0,2,2
"935",0,0,0,0,1,0,0,0,0,1,1
"936",0,1,1,0,1,0,0,1,1,2,1
"937",0,0,0,0,0,0,0,0,0,0,0
"938",0,0,0,0,0,0,0,0,0,0,0
"939",0,0,0,0,0,0,0,1,1,0,-1
"940",0,1,0,0,1,0,0,1,0,1,1
"941",0,1,0,1,0,0,0,0,1,0,-1
